,inputs,targets,predictions
1275,odiisii,ஒடிசி,ஆடிக்ஸ்
1276,odiissey,ஒடிசி,அபிஸ்டிஷ்
1277,odisee,ஒடிசி,ஆடிச்
1278,odisi,ஒடிசி,ஆடிச்
1279,odisii,ஒடிசி,ஆடிக்ஸ்
1280,odissei,ஒடிசி,அபிஸ்டிக்
1281,odissi,ஒடிசி,ஆடிசை
1282,odssi,ஒடிசி,ஆடிச்
1283,odysey,ஒடிசி,ஆடிகஸ்
1284,odysi,ஒடிசி,ஆடிக்ஸ்
1285,odyssey,ஒடிசி,டெஸ்டிம்ஸ்
1286,odyssi,ஒடிசி,டெஸ்டிக்
1287,ottaga,ஒட்டக,ஒட்டக்க
1288,ottaka,ஒட்டக,ஒட்டக்க
1289,ottagangal,ஒட்டகங்கள்,ஒட்டக்கங்கள்
1290,ottaganggal,ஒட்டகங்கள்,ஒட்டக்கங்கள்
1291,ottakangkal,ஒட்டகங்கள்,ஒட்டக்கங்கள்
1292,chivingi,ஒட்டகச்,சிவிங்
1293,chivingki,ஒட்டகச்,சிவிங்கி
1294,civinki,ஒட்டகச்,சிவினிக்
1295,sivingki,ஒட்டகச்,சிவிங்கி
1296,ottagam,ஒட்டகம்,ஒட்டகம்
1297,oththadhae,ஒத்ததே,ஒத்ததே
1298,oththathae,ஒத்ததே,ஒத்ததே
1299,oththulaikka,ஒத்துழைக்க,ஒத்துலைக்க
1300,oththuzhaikka,ஒத்துழைக்க,ஒத்துளைக்க
1301,oththulaiyaamai,ஒத்துழையாமை,ஒத்துலையாமை
1302,oththuzhaiyaamai,ஒத்துழையாமை,ஒத்துழையாகும்
1303,ondrae,ஒன்றே,ஒன்றே
1304,onrae,ஒன்றே,ஒன்றே
1305,oppandha,ஒப்பந்த,ஒப்பந்த
1306,oppantha,ஒப்பந்த,ஒப்பந்த
1307,oppandhak,ஒப்பந்தக்,ஒப்பந்தக்
1308,oppanthak,ஒப்பந்தக்,ஒப்பந்தக்
1309,oppandhathirgu,ஒப்பந்தத்திற்கு,ஒப்பந்தேட்டுக்கு
1310,oppandhaththirku,ஒப்பந்தத்திற்கு,ஒப்பந்தேட்டுக்கு
1311,oppanthaththirku,ஒப்பந்தத்திற்கு,ஒப்பந்தேட்டுக்கு
1312,oppandhathil,ஒப்பந்தத்தில்,ஒப்பந்தத்தில்
1313,oppandhaththil,ஒப்பந்தத்தில்,ஒப்பந்தத்தில்
1314,oppanthaththil,ஒப்பந்தத்தில்,ஒப்பந்தத்தில்
1315,oppandhap,ஒப்பந்தப்,ஒப்பந்தப்
1316,oppanthap,ஒப்பந்தப்,ஒப்பந்தப்
1317,oppandham,ஒப்பந்தம்,ஒப்பந்தம்
1318,oppantham,ஒப்பந்தம்,ஒப்பந்தம்
1319,omar,ஒமர்,ஒமர்
1320,omer,ஒமர்,ஓமர்
1321,orumai,ஒருமை,ஒருமை
1322,orumayi,ஒருமை,ஒருமை
1323,otrai,ஒற்றை,ஒற்றை
1324,ottrai,ஒற்றை,ஒற்றை
1325,oadhi,ஓதி,ஓடி
1326,oathi,ஓதி,ஓடி
1327,oodhi,ஓதி,ஊதி
1328,oothi,ஓதி,ஊதி
1329,cakti,ஓம்,காஸ்டி
1330,chakthi,ஓம்,சக்தி
1331,sakthi,ஓம்,சக்தி
1332,horangal,ஓரங்கள்,ஹோரங்கள்
1333,oorangal,ஓரங்கள்,ஊரங்கள்
1334,orangal,ஓரங்கள்,ஒரங்கள்
1335,vorangal,ஓரங்கள்,வோரங்கள்
1336,ooraandil,ஓராண்டில்,ஊராண்டில்
1337,oraandil,ஓராண்டில்,ஓராண்டில்
1338,oovar,ஓவர்,ஓவர்
1339,ovar,ஓவர்,ஓவர்
1340,over,ஓவர்,ஓவர்
1341,ower,ஓவர்,ஓவர்
1342,overgal,ஓவர்கள்,ஓவிறக்கே
1343,overkal,ஓவர்கள்,ஓவிறக்கே
1344,kasappu,கசப்பு,காசப்பு
1345,kadandhadhu,கடந்தது,கடந்தது
1346,kadandhathu,கடந்தது,கடந்தது
1347,kadanthadhu,கடந்தது,கடந்தது
1348,kadanthathu,கடந்தது,கடந்தது
1349,kadamboor,கடம்பூர்,கடம்பூர்
1350,kadambur,கடம்பூர்,கடம்பர்
1351,kadarkarai,கடற்கரை,கடர்மையர்
1352,katarkarai,கடற்கரை,கடர்கிறா
1353,kadarkaik,கடற்கரைக்,கடற்கைக்
1354,kadarkaraik,கடற்கரைக்,கடர்மீட்டம்
1355,kadarkaraikku,கடற்கரைக்கு,கடர்கரீகக்
1356,kadarkaraiyin,கடற்கரையின்,கடரமையில்
1357,kadarkaraiyilirundha,கடற்கரையிலிருந்து,கடர்கிறையின்றுள்ள
1358,kadarkaraiyilirundhu,கடற்கரையிலிருந்து,கடர்கறியேப்பிலுர்
1359,kadarkaraiyilirunthu,கடற்கரையிலிருந்து,கடர்கறியேப்பிலுர்
1360,kadarkaraiyil,கடற்கரையில்,கடரமையில்
1361,kadarkarayil,கடற்கரையில்,கடரமையில்
1362,kadarkaraiyai,கடற்கரையை,கடரமையிட
1363,kadalul,கடலுள்,கடலூல்
1364,kadavulae,கடவுளே,கடவுளை
1365,kadavule,கடவுளே,கடவுள்
1366,kadavulgalin,கடவுள்களின்,கடவுளங்கள்
1367,kadavulkalin,கடவுள்களின்,கடவுளங்கள்
1368,kadidhangalum,கடிதங்களும்,கடித்தங்கள்
1369,kadithangalum,கடிதங்களும்,கடித்தங்கள்
1370,kadithangkalum,கடிதங்களும்,கட்டியங்களும்
1371,kadidhangalai,கடிதங்களை,கடிதங்களை
1372,kadithangalai,கடிதங்களை,கட்டிளங்கள்
1373,kadithangkalai,கடிதங்களை,கட்டிளங்கள்
1374,kadidhathil,கடிதத்தில்,கடிதத்தில்
1375,kadithaththil,கடிதத்தில்,கட்டியத்தில்
1376,kadithatthil,கடிதத்தில்,கட்டியத்தில்
1377,kadidhatai,கடிதத்தை,கடித்தடை
1378,kadidhaththai,கடிதத்தை,கடிதத்தை
1379,kadithaththai,கடிதத்தை,கடிதத்தை
1380,kadidhamum,கடிதமும்,கடிதமும்
1381,kadithamum,கடிதமும்,கடிதமும்
1382,kadumaiyaanadhu,கடுமையானது,கடுமையானது
1383,kadaichi,கடைசி,கடைச்சி
1384,kadaisi,கடைசி,கடைச்
1385,kataisi,கடைசி,கடைச்
1386,kadaisiyaaga,கடைசியாக,கடைசியாக
1387,kadaisiyaaka,கடைசியாக,கடைசியாக
1388,kadaisiyaga,கடைசியாக,கடைசியாக
1389,katch,கட்ச்,கட்ச்
1390,kootch,கட்ச்,கோட்ச்
1391,kutch,கட்ச்,குட்ச
1392,kuutch,கட்ச்,குட்ச
1393,qootch,கட்ச்,கோட்ச்
1394,qutch,கட்ச்,குட்ச
1395,kattamaikka,கட்டமைக்க,கட்டமைக்க
1396,kattamaikkappadum,கட்டமைக்கப்படும்,கட்டமைக்கப்படும்
1397,kattamaikkappatta,கட்டமைக்கப்பட்ட,கட்டமைக்கப்பட்ட
1398,kattaayamaagum,கட்டாயமாகும்,கட்டாயமுகம்
1399,kattumaana,கட்டுமான,கட்டுமான
1400,kattumaanangal,கட்டுமானங்கள்,கட்டுமான்கள்
1401,kattumaananggal,கட்டுமானங்கள்,கட்டுமான்கள்
1402,kattumaanap,கட்டுமானப்,கட்டுமாப்பான்
1403,kattumaanam,கட்டுமானம்,கட்டுமானம்
1404,gana,கண,கானா
1405,kana,கண,கானா
1406,kanak,கணக்,கானாக்
1407,ganangal,கணங்கள்,கணன்கள்
1408,kanangal,கணங்கள்,கனஞ்சல்
1409,kanangkal,கணங்கள்,கணங்கள்
1410,kanaththil,கணத்தில்,கண்டத்தில்
1411,kanaththai,கணத்தை,கனத்தை
1412,kanamum,கணமும்,கணமும்
1413,kanavaanathu,கணவனது,கனவாளுவ
1414,kanavanadhu,கணவனது,கனவநாது
1415,kanavanathu,கணவனது,கனவநாது
1416,kanetham,கணிதம்,கண்டேக
1417,kanidham,கணிதம்,கணிதம்
1418,kanitham,கணிதம்,கணிதம்
1419,kanu,கணு,கனு
1420,kandarindha,கண்டறிந்த,கண்டறிந்த
1421,kandarindhdha,கண்டறிந்த,கண்டறிந்த
1422,kandarintha,கண்டறிந்த,கண்டறிந்த
1423,kandarinththa,கண்டறிந்த,கண்டறிந்த
1424,kandarindhadhu,கண்டறிந்தது,கண்டறிந்தது
1425,kandarindhdhadhu,கண்டறிந்தது,கண்டறிந்தது
1426,kandarinthathu,கண்டறிந்தது,கண்டறிந்தது
1427,kandarinththathu,கண்டறிந்தது,கண்டறிந்தது
1428,kandarindhanar,கண்டறிந்தனர்,கண்டறிந்தனர்
1429,kandarindhdhanar,கண்டறிந்தனர்,கண்டறிந்தனர்
1430,kandarinthanar,கண்டறிந்தனர்,கண்டறிந்தனர்
1431,kandarinththanar,கண்டறிந்தனர்,கண்டறிந்தனர்
1432,kandedukkappattadhu,கண்டெடுக்கப்பட்டது,கண்டெடுக்கப்பட்டது
1433,kandedukkappattathu,கண்டெடுக்கப்பட்டது,கண்டெடுக்கப்பட்டது
1434,kannaottaththil,கண்ணோட்டத்தில்,கண்ணோடத்தில்
1435,kannoottaththil,கண்ணோட்டத்தில்,கண்ணோடத்தைத்
1436,kannoottatthil,கண்ணோட்டத்தில்,கண்ணோட்டத்தில்
1437,kannottaththil,கண்ணோட்டத்தில்,கண்ணத்தத்தில்
1438,kadhirveechchin,கதிர்வீச்சின்,கதிர்வீசியன்
1439,kathirveecchin,கதிர்வீச்சின்,கதிர்வீசியன்
1440,kathirveechchin,கதிர்வீச்சின்,கதிர்வீசியன்
