,inputs,targets,predictions
2101,kalwin,கெல்வின்,கல்வின்
2102,kelviin,கெல்வின்,கெள்வின்
2103,kelvin,கெல்வின்,கெள்வின்
2104,kelvinn,கெல்வின்,கல்வின்
2105,kelwiin,கெல்வின்,கெள்வின்
2106,kelwin,கெல்வின்,கெள்வின்
2107,kelwinn,கெல்வின்,கல்வின்
2108,qalvin,கெல்வின்,கல்வின்
2109,qelviin,கெல்வின்,கெள்வின்
2110,qelvin,கெல்வின்,கெள்வின்
2111,qelvinn,கெல்வின்,கெவினன்
2112,kaettadhu,கேட்டது,கேட்டது
2113,kaettathu,கேட்டது,கேட்டது
2114,keattathu,கேட்டது,கேட்டது
2115,ketadhu,கேட்டது,கெடத்து
2116,ketathu,கேட்டது,கெடத்து
2117,kettadhu,கேட்டது,கேட்டது
2118,kettathu,கேட்டது,கேட்டது
2119,kaettadhum,கேட்டதும்,கேட்டதும்
2120,kaettathum,கேட்டதும்,கேட்டத்தும்
2121,ketadhum,கேட்டதும்,கேடதும்
2122,ketathum,கேட்டதும்,கேடத்தும்
2123,kaetanar,கேட்டனர்,கேடனர்
2124,kaettanar,கேட்டனர்,கேட்டனர்
2125,kaettapoadhu,கேட்டபோது,கேட்டபோது
2126,kaettapodhu,கேட்டபோது,கேட்டபோது
2127,kaettapothu,கேட்டபோது,கேட்டபோது
2128,keattapoothu,கேட்டபோது,கீட்டபோது
2129,ketapodhu,கேட்டபோது,கிடப்போது
2130,ketapothu,கேட்டபோது,கிடப்போது
2131,kaettaa,கேட்டா,கேட்டா
2132,ketta,கேட்டா,கெட்ட
2133,kaettaar,கேட்டார்,கேட்டார்
2134,kettar,கேட்டார்,கேட்டார்
2135,kaettaal,கேட்டால்,கேட்டால்
2136,keettaal,கேட்டால்,கீட்டால்
2137,ketal,கேட்டால்,கொட்டில்
2138,kettal,கேட்டால்,கொட்டால்
2139,kaettullaar,கேட்டுள்ளார்,கேட்டுள்ளார்
2140,kettullar,கேட்டுள்ளார்,கேட்டுள்ளார்
2141,kaendhiriya,கேந்திரிய,கேந்திரியா
2142,keanthiriya,கேந்திரிய,கேந்திரிய
2143,kendhiriya,கேந்திரிய,கேந்திரியா
2144,kendriya,கேந்திரிய,கேன்றிய
2145,keenl,கேனல்,கிலன்
2146,keenneel,கேனல்,கீன்னேல்
2147,kenel,கேனல்,கேனல்
2148,kennel,கேனல்,கண்ணல்
2149,qennel,கேனல்,கென்லல்
2150,cameeo,கேமியோ,கேமி
2151,cameo,கேமியோ,கேமி
2152,cameoo,கேமியோ,கேமர
2153,ccameeo,கேமியோ,கமே
2154,ccameo,கேமியோ,கமே
2155,ccameoo,கேமியோ,கமே
2156,kaimioo,கேமியோ,கைமே
2157,kaimiu,கேமியோ,கைமியு
2158,kameeo,கேமியோ,கமே
2159,kameo,கேமியோ,கமே
2160,kameoo,கேமியோ,கமே
2161,kamio,கேமியோ,கமியோ
2162,kamioo,கேமியோ,கமியோ
2163,keemiyoo,கேமியோ,கேமியோ
2164,kemioo,கேமியோ,கெமியோ
2165,qaimioo,கேமியோ,கைமே
2166,qameo,கேமியோ,கேமே
2167,qamio,கேமியோ,கமியோ
2168,galeen,கேலன்,கலென்
2169,galen,கேலன்,கலென்
2170,gallon,கேலன்,கலன்
2171,galon,கேலன்,கலன்
2172,keelan,கேலன்,கீலன்
2173,kaelu,கேளு,கொலு
2174,kelu,கேளு,கேலு
2175,kael,கேள்,கால்
2176,kel,கேள்,காலி
2177,kezh,கேள்,கேல்
2178,kaidhigalin,கைதிகளின்,தமிழ்க்
2179,kaidhikalin,கைதிகளின்,தமிழ்க்
2180,kaithigalin,கைதிகளின்,தமிழ்க்
2181,kaithikalin,கைதிகளின்,தமிழ்க்
2182,kaydhikalin,கைதிகளின்,தமிழ்க்
2183,kaythikalin,கைதிகளின்,தமிழ்க்
2184,kadhigalukku,கைதிகளுக்கு,கதிகளுக்கு
2185,kaidhigalukku,கைதிகளுக்கு,கைதிகளுக்கு
2186,kaidhikalukku,கைதிகளுக்கு,கைதிகளுக்கு
2187,kaithigalukku,கைதிகளுக்கு,கைதிகளுக்கு
2188,kaithikalukku,கைதிகளுக்கு,கைத்திகளுக்கு
2189,kaidhigalai,கைதிகளை,கைதிகளை
2190,kaidhikalai,கைதிகளை,கைதிகளை
2191,kaithigalai,கைதிகளை,கைதிகளை
2192,kaidhigal,கைதிகள்,கைதிகள்
2193,kaidhikal,கைதிகள்,கைதிகள்
2194,kaithigal,கைதிகள்,கைதிகள்
2195,kaidhiyaaga,கைதியாக,காதியாக
2196,kaidhiyaaka,கைதியாக,காதியாக
2197,kaithiyaaga,கைதியாக,கயித்தியாக
2198,kaidhiyin,கைதியின்,காதியின்
2199,kaithiyin,கைதியின்,கதியின்
2200,kaipesi,கைபேசி,கைப்பேசி
2201,kaypaesi,கைபேசி,கைப்பேசி
2202,kaimaari,கைமாறி,காயாமரி
2203,kaimari,கைமாறி,காயாரி
2204,kaiyaal,கையாள்,கையால்
2205,kaiyal,கையாள்,கையால்
2206,kaiyoppamittu,கையொப்பமிட்டு,கையொப்பமிட்டு
2207,kaivasam,கைவசம்,கைவாசம்
2208,kodoora,கொடூர,கொடோரா
2209,kodura,கொடூர,கொடுத்த
2210,kodooramaaga,கொடூரமாக,கொட்டோரமாக
2211,kodooramaaka,கொடூரமாக,கொட்டோரமாக
2212,koduramaga,கொடூரமாக,கொடுத்துகாம
2213,koturamaka,கொடூரமாக,கொடுத்து
2214,kodooramaana,கொடூரமான,கொடர்டமான
2215,koduramana,கொடூரமான,கொடுத்துமான
2216,konarum,கொணரும்,கொணரும்
2217,kondirukka,கொண்டிருக்க,கொண்டிருக்க
2218,kontirukka,கொண்டிருக்க,கொண்டிருக்க
2219,kondirukkak,கொண்டிருக்கக்,கொண்டிருக்கக்
2220,kontirukkak,கொண்டிருக்கக்,கொண்டிருக்கக்
2221,kondirukkavillai,கொண்டிருக்கவில்லை,கொண்டிருக்கவில்லை
2222,kontirukkavillai,கொண்டிருக்கவில்லை,கொண்டிருக்கவில்லை
2223,kondirukkumpoadhu,கொண்டிருக்கும்போது,கொண்டிருக்கும்போது
2224,kondirukkumpoothu,கொண்டிருக்கும்போது,கொண்டிருக்கும்பூது
2225,kodhikkum,கொதிக்கும்,கொதிக்கும்
2226,kothikkum,கொதிக்கும்,கோதிக்கும்
2227,kothikum,கொதிக்கும்,கோதிக்கும்
2228,gaurila,கொரில்லா,கௌரில
2229,gaurilla,கொரில்லா,கௌரில
2230,gauurilla,கொரில்லா,கௌரில
2231,gorila,கொரில்லா,கோரிலா
2232,gorilla,கொரில்லா,கோரிலா
2233,gorrila,கொரில்லா,கோரில
2234,gorrilla,கொரில்லா,கோரில்ல
2235,govrilla,கொரில்லா,கௌறில்ல
2236,gowrila,கொரில்லா,கௌறில
2237,gowrilla,கொரில்லா,கௌறில்ல
2238,guarrilla,கொரில்லா,கூறில்ல
2239,guerilla,கொரில்லா,கூறில
2240,guerrila,கொரில்லா,கூற்றி
2241,guerrilla,கொரில்லா,கூற்றிள
2242,gureila,கொரில்லா,குறை
2243,gurila,கொரில்லா,குறிலா
2244,gurilla,கொரில்லா,குறில்டு
